,WD,basin,sampling_point,sampling_date,BOD,chla,COD,DO,EC,SS,wtemp,TOC,clar,lake_x,Title,Satellite_date,check_same_date,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,check
2204,,,Paldang3,20220404,,47.5,,12.5,,,10.5,,1.4,Paldangdam,1_11_20220402T021559_20220402T021559_T52SCG.tif,20220402,처_음,291.3333333,314.7777778,374.1111111,223.4444444,240.2222222,135,146.2222222,140,122.3333333,100.3333333,122.8888889,95.88888889,1
2206,,,Paldang3,20220418,,17,,11,,,16.4,,1.4,Paldangdam,1_11_20220417T021611_20220417T022233_T52SCG.tif,20220417,처_음,397.3333333,402.2222222,473.8888889,312.1111111,283.5555556,196,183.1111111,203.7777778,168.2222222,135.3333333,184.4444444,157.1111111,0
2207,,,Paldang3,20220425,,15.6,,11.8,,,17.7,,1.5,Paldangdam,1_11_20220427T021611_20220427T022234_T52SCG.tif,20220427,처_음,328.6666667,396.7777778,523.8888889,397.5555556,413.4444444,463.2222222,485.8888889,551.4444444,519.4444444,559.3333333,426.8888889,299.5555556,0
2214,,,Paldang3,20220613,,30.3,,12.5,,,24.8,,2.6,Paldangdam,1_11_20220611T021539_20220611T022211_T52SCG.tif,20220611,처_음,677.6666667,827.2222222,855.5555556,787.5555556,776.3333333,615.4444444,612.4444444,618.1111111,582,524.6666667,707.2222222,626.7777778,1
2220,,,Paldang3,20220725,,8.7,,8.8,,,25.8,,0.8,Paldangdam,1_11_20220726T021541_20220726T022207_T52SCG.tif,20220726,처_음,1065,975.6666667,1118.444444,820.8888889,829,695.5555556,718.5555556,699.6666667,740.5555556,2716,589,514.5555556,1
2224,,,Paldang3,20220822,,3.7,,9.2,,,23,,0.9,Paldangdam,1_11_20220820T021539_20220820T022210_T52SCG.tif,20220820,처_음,688.6666667,869.8888889,1249.555556,1306.888889,1233.111111,530.2222222,554.5555556,420,334.3333333,141,127.1111111,103.8888889,1
2229,,,Paldang3,20220926,,31.1,,12.3,,,21.9,,1.6,Paldangdam,1_11_20220924T021541_20220924T022204_T52SCG.tif,20220924,처_음,177,157.3333333,260.3333333,126.5555556,134.5555556,85.66666667,90.77777778,93.11111111,101,76.66666667,71.88888889,58.22222222,1
2232,,,Paldang3,20221017,,33.2,,12.1,,,17,,1.8,Paldangdam,1_11_20221019T021709_20221019T022253_T52SCG.tif,20221019,처_음,123,226.6666667,330.2222222,159.3333333,148.4444444,22.55555556,33.66666667,18.88888889,3.444444444,2,41.11111111,30.22222222,0
2234,,,Paldang3,20221031,,17.5,,12.2,,,15.9,,2.1,Paldangdam,1_11_20221029T021809_20221029T022341_T52SCG.tif,20221029,처_음,171.6666667,246.8888889,321,148.6666667,125.2222222,55.88888889,65.55555556,60.44444444,58.33333333,22.66666667,74.44444444,52.44444444,1
2253,,,Paldang3,20230313,,37.1,,13.7,,,8.5,,1,Paldangdam,1_11_20230313T021531_20230313T022154_T52SCG.tif,20230313,처_음,215.3333333,212.2222222,364.8888889,236,249.6666667,161.6666667,160.7777778,169.2222222,155.7777778,155,185,162.4444444,0
2256,,,Paldang3,20230403,,22.9,,13.5,,,14.9,,1.7,Paldangdam,1_11_20230402T021531_20230402T022156_T52SCG.tif,20230402,처_음,228.6666667,228,353.2222222,173.1111111,138.8888889,53.77777778,34.22222222,50.22222222,23.22222222,0,78.88888889,88.77777778,0
2269,,,Paldang3,20230703,,6.6,,8.8,,,23.4,,0.9,Paldangdam,1_11_20230701T021541_20230701T022343_T52SCG.tif,20230701,처_음,561,687.7777778,1080.444444,913.2222222,735.2222222,147.7777778,143,90.11111111,49.77777778,19,69.11111111,62,0
2274,,,Paldang3,20230807,,14.2,,9.3,,,31,,1.6,Paldangdam,1_11_20230805T021539_20230805T022202_T52SCG.tif,20230805,처_음,430.3333333,547.2222222,599,406.4444444,388.5555556,266.1111111,264.1111111,248.7777778,211.8888889,51.66666667,253.6666667,203.2222222,1
2279,,,Paldang3,20230911,,48.1,,13.1,,,27.4,,1.1,Paldangdam,1_11_20230909T021541_20230909T022102_T52SCG.tif,20230909,처_음,237.3333333,211.2222222,278.6666667,170.4444444,213.3333333,167.7777778,169.5555556,158.4444444,161.4444444,135,120.6666667,97.77777778,1
2281,,,Paldang3,20230925,,2.4,,9.1,,,22.2,,1.4,Paldangdam,1_11_20230924T021539_20230924T022642_T52SCG.tif,20230924,처_음,241,356.1111111,516.1111111,281.7777778,206,90.33333333,104.8888889,101,93.66666667,82.33333333,71.22222222,49.33333333,0
2286,,,Paldang3,20231030,,5.5,,9.8,,,16.9,,1.9,Paldangdam,1_11_20231029T021811_20231029T022436_T52SCG.tif,20231029,처_음,260,307.1111111,417.7777778,217.8888889,192,120.3333333,122.7777778,109.5555556,101.4444444,45,68,53.33333333,0
2288,,,Paldang3,20231113,,4.3,,10.2,,,11.6,,1.5,Paldangdam,1_11_20231113T021929_20231113T022557_T52SCG.tif,20231113,처_음,176,319.2222222,451.4444444,240.5555556,166.5555556,57.44444444,63.88888889,51.55555556,45.11111111,13.66666667,54.44444444,53.33333333,0
2289,,,Paldang3,20231120,,5.8,,11.1,,,9,,2.5,Paldangdam,1_11_20231118T021951_20231118T022228_T52SCG.tif,20231118,처_음,279.6666667,284,377.2222222,223.3333333,189.5555556,132.2222222,141.2222222,140.1111111,118.4444444,92,82.44444444,75.22222222,0
2291,,,Paldang3,20231204,,8.7,,12.9,,,5.5,,2.5,Paldangdam,1_11_20231203T022049_20231203T022043_T52SCG.tif,20231203,처_음,180.6666667,257.3333333,282.2222222,149.7777778,117.1111111,80.33333333,82.55555556,72.55555556,72.66666667,32,57.88888889,50.88888889,0
2304,,,Paldang6,20220307,,3.8,,13.4,,,4.2,,3.8,Paldangdam,1_11_20220308T021611_20220308T022233_T52SCG.tif,20220308,처_음,618,558.4444444,550.8888889,408.6666667,391.8888889,366,358.8888889,354.4444444,337.6666667,303,239.5555556,168,1
2307,,,Paldang6,20220328,,6,,12.7,,,10.5,,2.1,Paldangdam,1_11_20220328T021611_20220328T022231_T52SCG.tif,20220328,처_음,163,183.6666667,256.8888889,124.4444444,100.3333333,71.22222222,82.33333333,82.77777778,72.11111111,73.66666667,84.88888889,72.88888889,0
2308,,,Paldang6,20220404,,7.4,,13.6,,,12.9,,2.4,Paldangdam,1_11_20220402T021559_20220402T021559_T52SCG.tif,20220402,처_음,293.3333333,346.4444444,369.7777778,206,189.3333333,147.7777778,155.5555556,150.7777778,128.8888889,116.3333333,115.4444444,96.55555556,1
2310,,,Paldang6,20220418,,12.5,,11.4,,,13.7,,2.2,Paldangdam,1_11_20220417T021611_20220417T022233_T52SCG.tif,20220417,처_음,324.3333333,311.4444444,370.2222222,216.3333333,194.6666667,144.1111111,136.6666667,145.4444444,135.2222222,115,164.6666667,143.2222222,0
2311,,,Paldang6,20220425,,9.6,,10.9,,,16.4,,2.1,Paldangdam,1_11_20220427T021611_20220427T022234_T52SCG.tif,20220427,처_음,188.6666667,235.3333333,363.2222222,240.8888889,253.4444444,322,345.7777778,389.7777778,385.3333333,447,323.2222222,222.8888889,0
2318,,,Paldang6,20220613,,16.5,,10.1,,,21.7,,2.6,Paldangdam,1_11_20220611T021539_20220611T022211_T52SCG.tif,20220611,처_음,485.6666667,516.4444444,550.8888889,436.1111111,435.8888889,361.8888889,390.6666667,371.6666667,356.4444444,629,428.3333333,382.5555556,1
2324,,,Paldang6,20220725,,13.2,,9.3,,,23.9,,1.5,Paldangdam,1_11_20220726T021541_20220726T022207_T52SCG.tif,20220726,처_음,1234.333333,1177.333333,1165.111111,938.3333333,953.2222222,818.1111111,796.8888889,856.2222222,806.3333333,3140,695.1111111,599,1
2328,,,Paldang6,20220822,,6.9,,8.9,,,23.4,,2,Paldangdam,1_11_20220820T021539_20220820T022210_T52SCG.tif,20220820,처_음,455.6666667,554,714.2222222,420.8888889,348.2222222,148.2222222,169.7777778,121,122.1111111,121.6666667,137.6666667,111.5555556,1
2333,,,Paldang6,20220926,,13.5,,9.8,,,19.2,,1.5,Paldangdam,1_11_20220924T021541_20220924T022204_T52SCG.tif,20220924,처_음,158.6666667,193.3333333,329,146.8888889,123.2222222,51.66666667,57.11111111,53.22222222,43.66666667,33,53.22222222,41.88888889,1
2336,,,Paldang6,20221017,,14.1,,10.1,,,16.7,,2,Paldangdam,1_11_20221019T021709_20221019T022253_T52SCG.tif,20221019,처_음,99,219.7777778,349.8888889,150,115.2222222,3.444444444,10.33333333,10.11111111,0,0,24.33333333,30.11111111,0
2338,,,Paldang6,20221031,,9.6,,11,,,14.9,,1.6,Paldangdam,1_11_20221029T021809_20221029T022341_T52SCG.tif,20221029,처_음,151.3333333,265,345.1111111,175.3333333,135.1111111,46.22222222,61.44444444,65.44444444,50.33333333,30,55.33333333,49.66666667,1
2345,,,Paldang6,20221219,,2.3,,12.9,,,2.2,,3.1,Paldangdam,1_11_20221218T022109_20221218T022111_T52SCG.tif,20221218,처_음,37.33333333,166.2222222,216.8888889,96.88888889,69.88888889,32.11111111,61.88888889,41.88888889,53.77777778,40.33333333,33,41.66666667,1
2355,,,Paldang6,20230227,,4.7,,13.4,,,4.6,,2.7,Paldangdam,1_11_20230226T021649_20230226T022359_T52SCG.tif,20230226,처_음,182.6666667,248.5555556,267.2222222,125.5555556,93.77777778,72.22222222,83.55555556,78.77777778,71.22222222,63,76.88888889,54.55555556,1
2357,,,Paldang6,20230313,,6,,12.7,,,6.7,,1.7,Paldangdam,1_11_20230313T021531_20230313T022154_T52SCG.tif,20230313,처_음,153.6666667,181.3333333,267,132.8888889,113.7777778,87.44444444,82.55555556,91.22222222,91,64,111.2222222,91.55555556,0
2360,,,Paldang6,20230403,,4.2,,11.5,,,12,,1.9,Paldangdam,1_11_20230402T021531_20230402T022156_T52SCG.tif,20230402,처_음,231,235.1111111,310.8888889,132.7777778,99.66666667,51.88888889,43.33333333,38.88888889,37.11111111,0,77.66666667,86,0
2373,,,Paldang6,20230703,,10,,8.6,,,23.7,,1,Paldangdam,1_11_20230701T021541_20230701T022343_T52SCG.tif,20230701,처_음,411,472.3333333,648.6666667,404.1111111,331.5555556,101.3333333,103.1111111,90.22222222,67.22222222,25.33333333,138.3333333,123.6666667,0
2378,,,Paldang6,20230807,,6.8,,8.2,,,28.3,,2,Paldangdam,1_11_20230805T021539_20230805T022202_T52SCG.tif,20230805,처_음,4297.666667,5479.111111,4864.888889,4330.666667,4710.222222,4841.333333,4951.888889,5163.333333,4891.111111,7931.666667,4534.111111,3816.333333,1
2383,,,Paldang6,20230911,,17.9,,8.9,,,25.2,,1.9,Paldangdam,1_11_20230909T021541_20230909T022102_T52SCG.tif,20230909,처_음,220,181.6666667,268,135.1111111,127.3333333,92.33333333,97.55555556,82.66666667,74.88888889,78.66666667,69.33333333,52.88888889,1
2385,,,Paldang6,20230925,,11.7,,8.6,,,21.9,,1.3,Paldangdam,1_11_20230924T021539_20230924T022642_T52SCG.tif,20230924,처_음,177.3333333,245.3333333,299.2222222,156.3333333,146.8888889,107.2222222,124,119.5555556,93.44444444,83.33333333,106.1111111,82.55555556,0
2390,,,Paldang6,20231030,,6.3,,9.2,,,15.8,,1.6,Paldangdam,1_11_20231029T021811_20231029T022436_T52SCG.tif,20231029,처_음,196.6666667,237.3333333,308.4444444,159.5555556,145.7777778,90.77777778,88.33333333,78.55555556,84.77777778,44.66666667,62.11111111,55.88888889,0
2392,,,Paldang6,20231113,,3.4,,9.7,,,11.7,,2.1,Paldangdam,1_11_20231113T021929_20231113T022557_T52SCG.tif,20231113,처_음,135.3333333,301.7777778,399,183.8888889,117.8888889,40.88888889,47.33333333,35,14.22222222,0,37.66666667,43.22222222,0
2393,,,Paldang6,20231120,,6,,10.6,,,9.2,,2.3,Paldangdam,1_11_20231118T021951_20231118T022228_T52SCG.tif,20231118,처_음,216,256.8888889,317.7777778,191.2222222,158.1111111,109.6666667,110.6666667,105,94.33333333,43,56.77777778,47.11111111,0
2395,,,Paldang6,20231204,,6.9,,12.1,,,5.3,,2.6,Paldangdam,1_11_20231203T022049_20231203T022043_T52SCG.tif,20231203,처_음,132,231.2222222,247.1111111,124.2222222,94.88888889,60.44444444,86.88888889,69.66666667,59.33333333,27,43.66666667,33.22222222,0
2398,,,Paldang6,20231226,,2.5,,12.1,,,2.6,,2.4,Paldangdam,1_11_20231223T022119_20231223T022116_T52SCG.tif,20231223,처_음,172.3333333,366.8888889,472.2222222,201.1111111,128.8888889,26.11111111,39.88888889,29.44444444,16.88888889,0,27.22222222,30.11111111,0
301,1회차 상층부,금강,Daecheong5,20190503,1.6,2.3,3.7,12.7,177,1.2,15,2.1,3.7,Daecheongdam,1_1_20190503T021611_20190503T021607_T52SCF.tif,20190503,처_음,314.6666667,295.6666667,325.1111111,196.3333333,201.7777778,222.5555556,221.4444444,218.8888889,203.1111111,217.3333333,142,105,1
302,1회차 상층부,금강,Daeheong6,20190503,2,3.1,4,12.1,186,1.6,14.9,2,2.1,Daecheongdam,1_1_20190503T021611_20190503T021607_T52SCF.tif,20190503,처_음,281,265.1111111,302.4444444,185.7777778,190.5555556,173,175,176.7777778,158.5555556,167,126.5555556,91,1
303,1회차 상층부,금강,Daecheong2,20190503,1.2,1.7,2.3,13.1,158,1.6,14.6,2.3,3.3,Daecheongdam,1_1_20190503T021611_20190503T021607_T52SCF.tif,20190503,처_음,272.3333333,261.8888889,276.4444444,186.4444444,192.3333333,196,196.4444444,196.6666667,193.1111111,188.3333333,141.2222222,95.44444444,1
304,1회차 상층부,금강,Daecheong3,20190503,1.1,2.5,1.9,13.6,161,1.6,15.2,2.4,2.9,Daecheongdam,1_1_20190503T021611_20190503T021607_T52SCF.tif,20190503,처_음,235,217.6666667,258.6666667,161.3333333,172,166.6666667,169.5555556,161.6666667,146.7777778,158.6666667,115.1111111,90.66666667,1
305,1회차 상층부,금강,Daecheong4,20190503,1.4,2.7,2.8,10.5,171,2,16.1,1.8,2.6,Daecheongdam,1_1_20190503T021611_20190503T021607_T52SCF.tif,20190503,처_음,288.6666667,265.5555556,299.3333333,204.4444444,218.4444444,237.2222222,238.6666667,240.2222222,228.5555556,243.6666667,159.3333333,109.2222222,1
334,1회차 상층부,금강,Daecheong5,20191204,1.2,1.4,2.3,9.3,157,0.8,11.1,2.1,4.1,Daecheongdam,1_1_20191204T022039_20191204T022042_T52SCF.tif,20191204,처_음,5.555555556,93.44444444,104.5555556,57.33333333,47.11111111,32.55555556,48.55555556,31.77777778,28,25.44444444,44.44444444,27.55555556,0
335,1회차 상층부,금강,Daeheong6,20191204,1.2,1.2,2.3,9.5,162,1.2,11,2,0.3,Daecheongdam,1_1_20191204T022039_20191204T022042_T52SCF.tif,20191204,처_음,1,88.66666667,114.3333333,48.55555556,55,12.66666667,26.66666667,20.88888889,11,0,39.88888889,14.22222222,0
336,1회차 상층부,금강,Daecheong2,20191204,1,1,2,7.9,151,1.2,11.2,2.2,4.4,Daecheongdam,1_1_20191204T022039_20191204T022042_T52SCF.tif,20191204,처_음,1,102.2222222,101.6666667,65.33333333,61.66666667,41.44444444,45.44444444,45.77777778,29.33333333,20.33333333,43.33333333,45.22222222,0
337,1회차 상층부,금강,Daecheong3,20191204,1.3,1.5,2.5,8.9,148,1.2,11.1,2.2,4.9,Daecheongdam,1_1_20191204T022039_20191204T022042_T52SCF.tif,20191204,처_음,1,100.2222222,101.3333333,50.33333333,38,30.22222222,25.66666667,28.88888889,17.33333333,1.333333333,28.33333333,48.66666667,0
338,1회차 상층부,금강,Daecheong4,20191204,1.4,2,2.6,10.6,166,0.8,9.2,2.2,2.4,Daecheongdam,1_1_20191204T022039_20191204T022042_T52SCF.tif,20191204,처_음,6.333333333,104.7777778,158.8888889,77.88888889,69.55555556,42.22222222,58.66666667,49.77777778,47.88888889,52,50.44444444,28.11111111,0
376,1회차 상층부,금강,Daecheong4,20200824,1,3.5,1.5,8.1,151,2.4,24.8,2.5,1.1,Daecheongdam,1_1_20200825T021611_20200825T021608_T52SCF.tif,20200825,처_음,227,211.4444444,284.3333333,154.2222222,190.1111111,171.1111111,180.8888889,146.3333333,153,108,85.88888889,51.55555556,0
451,1회차 상층부,금강,Daecheong2,20211209,2.1,0.5,2.3,7.9,147,0.4,13.1,2.1,3.2,Daecheongdam,1_1_20211208T022101_20211208T022058_T52SCF.tif,20211208,처_음,1.333333333,41.11111111,84.66666667,53.44444444,20.55555556,0.111111111,1.111111111,15.22222222,10.11111111,10.66666667,26.55555556,46.88888889,1
452,1회차 상층부,금강,Daecheong3,20211209,0.5,0.4,3.5,8.4,146,2,13,2.1,3.6,Daecheongdam,1_1_20211208T022101_20211208T022058_T52SCF.tif,20211208,처_음,1,7.111111111,67.77777778,32.55555556,2,1,1,1,0.333333333,0,23.33333333,29.55555556,1
453,1회차 상층부,금강,Daecheong5,20211210,2.2,0.5,3.5,9,149,0.8,12.9,2.1,3.4,Daecheongdam,1_1_20211208T022101_20211208T022058_T52SCF.tif,20211208,처_음,30.77777778,61.33333333,123,55.22222222,28.11111111,4.444444444,5,13.33333333,16.55555556,4.555555556,28.55555556,27,1
454,1회차 상층부,금강,Daeheong6,20211210,2.7,0.5,3.5,9.3,151,0.4,12.6,2.1,3.5,Daecheongdam,1_1_20211208T022101_20211208T022058_T52SCF.tif,20211208,처_음,13,41,118.5555556,40.22222222,3.222222222,0.333333333,0.333333333,1.111111111,0.555555556,2,15.55555556,27.11111111,1
455,1회차 상층부,금강,Daecheong4,20211210,2.7,0.9,3.2,10.4,155,1.6,11.2,2.1,3.1,Daecheongdam,1_1_20211208T022101_20211208T022058_T52SCF.tif,20211208,처_음,4,42.11111111,113.3333333,47.44444444,28.44444444,0,7.888888889,28.22222222,32,21,58.11111111,36.88888889,1
508,1회차상층부,금강,Daecheong2,20230104,1.8,0.6,2.7,8.9,160,2.8,7.7,2.4,3.1,Daecheongdam,1_1_20230102T022111_20230102T022106_T52SCF.tif,20230102,처_음,21.33333333,35,62.22222222,54,44.66666667,9.555555556,27.88888889,24.11111111,25.77777778,26.66666667,30.55555556,30.11111111,0
509,1회차상층부,금강,Daecheong3,20230104,1.1,0.8,2.9,10.1,158,0.4,7.4,2.5,3.7,Daecheongdam,1_1_20230102T022111_20230102T022106_T52SCF.tif,20230102,처_음,2.333333333,21.77777778,54.55555556,43.55555556,21.44444444,0,1.222222222,13.11111111,0.444444444,0,22.44444444,27.55555556,0
510,1회차상층부,금강,Daecheong5,20230104,1.1,1,2.8,10.8,161,0.8,7.3,2.5,3.8,Daecheongdam,1_1_20230102T022111_20230102T022106_T52SCF.tif,20230102,처_음,46.88888889,67,93.66666667,55.66666667,29.88888889,11.55555556,0,21.88888889,11.44444444,10.22222222,25.44444444,31.77777778,0
511,1회차상층부,금강,Daeheong6,20230104,1.2,1,3.4,1.5,165,0.4,6.5,2.8,2.5,Daecheongdam,1_1_20230102T022111_20230102T022106_T52SCF.tif,20230102,처_음,3,24.77777778,74.22222222,32.33333333,25,0.888888889,2,3.777777778,0.111111111,0,23.77777778,25.66666667,0
513,1회차상층부,금강,Daecheong2,20230201,1.8,1.1,3.2,10.8,162,0.4,5.4,2.5,4.2,Daecheongdam,1_1_20230201T021921_20230201T022156_T52SCF.tif,20230201,처_음,44.33333333,126.3333333,223.2222222,244.2222222,218.4444444,209.8888889,199.8888889,266,223.3333333,214.3333333,291.4444444,230.4444444,1
514,1회차상층부,금강,Daecheong3,20230201,1.7,0.5,2,11.4,162,0.4,4.9,2.3,4,Daecheongdam,1_1_20230201T021921_20230201T022156_T52SCF.tif,20230201,처_음,94.66666667,192.8888889,274.3333333,277,268.8888889,239.2222222,235.3333333,300.4444444,255.2222222,254.6666667,322.7777778,265.1111111,1
515,1회차상층부,금강,Daecheong5,20230201,1.8,0.8,2,12,164,0.4,4.8,2.3,3.4,Daecheongdam,1_1_20230201T021921_20230201T022156_T52SCF.tif,20230201,처_음,45.11111111,139.3333333,236.8888889,220.2222222,199.7777778,172,173.2222222,216.7777778,189.1111111,168.7777778,240.7777778,201.6666667,1
516,1회차상층부,금강,Daeheong6,20230201,1.8,1.2,2.7,12.9,177,0.8,3.5,2.4,3.6,Daecheongdam,1_1_20230201T021921_20230201T022156_T52SCF.tif,20230201,처_음,0,38.66666667,135.1111111,147.7777778,117.3333333,109,125.8888889,172.8888889,117.8888889,95,218.2222222,187.3333333,1
518,1회차상층부,금강,Daecheong2,20230307,1,0.5,2.2,11.8,162,0.8,6.4,2.4,4.5,Daecheongdam,1_1_20230308T021539_20230308T022653_T52SCF.tif,20230308,처_음,284,268,274.3333333,240.3333333,327,325.1111111,315.7777778,234.6666667,298.8888889,337,257.6666667,190,1
519,1회차상층부,금강,Daecheong3,20230307,0.9,0.7,3.3,12.3,163,1.6,6.8,2.4,3,Daecheongdam,1_1_20230308T021539_20230308T022653_T52SCF.tif,20230308,처_음,278.6666667,250.1111111,287.2222222,227.7777778,326.6666667,316,311.6666667,222,289.2222222,306,258.8888889,184.5555556,1
520,1회차상층부,금강,Daecheong5,20230307,0.8,1.6,3.7,12.5,164,0.4,7.1,2.3,4.3,Daecheongdam,1_1_20230308T021539_20230308T022653_T52SCF.tif,20230308,처_음,300.8888889,265.6666667,288.1111111,224.3333333,329.8888889,304.5555556,314.5555556,250,296.5555556,410.3333333,263.6666667,196.5555556,1
521,1회차상층부,금강,Daeheong6,20230307,0.9,0.9,2.2,13.2,191,1.6,5.7,2.1,3.5,Daecheongdam,1_1_20230308T021539_20230308T022653_T52SCF.tif,20230308,처_음,262,219.8888889,282,206.5555556,321.3333333,295.4444444,293.6666667,208,277.7777778,397,278.5555556,207.5555556,1
522,1회차상층부,금강,Daecheong4,20230307,1.1,0.7,2.8,13.3,198,0.4,6.8,1.7,2.8,Daecheongdam,1_1_20230308T021539_20230308T022653_T52SCF.tif,20230308,처_음,346,334.6666667,412.4444444,298.3333333,410.8888889,376.6666667,399.5555556,270.8888889,370.5555556,528,369.2222222,274.2222222,1
523,1회차상층부,금강,Daecheong2,20230404,1.5,0.7,3,10.5,164,0.8,13.4,2.5,4,Daecheongdam,1_1_20230402T021531_20230402T022156_T52SCF.tif,20230402,처_음,408.6666667,415.4444444,437.5555556,352.1111111,338.6666667,311.1111111,301.2222222,308.7777778,284.6666667,256,259,224.2222222,1
524,1회차상층부,금강,Daecheong3,20230404,1.2,1,2.6,10.6,165,0.4,13.1,2.4,3.5,Daecheongdam,1_1_20230402T021531_20230402T022156_T52SCF.tif,20230402,처_음,330.6666667,310.3333333,324,203.7777778,180.8888889,142.3333333,140.7777778,127.7777778,112.3333333,101.6666667,90.55555556,77.33333333,1
525,1회차상층부,금강,Daecheong5,20230404,1.6,0.8,2.7,11,185,0.8,12.5,2.3,2.3,Daecheongdam,1_1_20230402T021531_20230402T022156_T52SCF.tif,20230402,처_음,362.1111111,319.6666667,319.3333333,204,203,172.8888889,169.7777778,157,143,144.5555556,103.1111111,92.88888889,1
526,1회차상층부,금강,Daeheong6,20230404,1.6,1.3,2.6,10.6,199,1.2,13.5,2.1,1.3,Daecheongdam,1_1_20230402T021531_20230402T022156_T52SCF.tif,20230402,처_음,256,273.5555556,347.3333333,189.8888889,147.8888889,102.4444444,92.66666667,108,65.77777778,57,94.77777778,79.55555556,1
527,1회차상층부,금강,Daecheong4,20230404,1.9,2.1,2.1,9.7,200,2,14.9,2.2,2.1,Daecheongdam,1_1_20230402T021531_20230402T022156_T52SCF.tif,20230402,처_음,370.3333333,395.5555556,478.8888889,339,328.1111111,263.8888889,236.1111111,257.4444444,215.7777778,210.3333333,203,169.7777778,1
628,,,Daecheong3,20190218,,5.3,,10.4,,,5,,4.5,Daecheongdam,1_1_20190217T021749_20190217T022318_T52SCF.tif,20190217,처_음,52.33333333,129.7777778,119.7777778,75.66666667,48.11111111,41.88888889,49,42.11111111,43.11111111,13,44.33333333,41,1
633,,,Daecheong3,20190325,,4,,12.8,,,6.5,,3.1,Daecheongdam,1_1_20190324T021601_20190324T022122_T52SCF.tif,20190324,처_음,52.33333333,61.88888889,116.6666667,62.44444444,41.77777778,18.33333333,14.55555556,27.11111111,20.11111111,12,69.22222222,77,1
655,,,Daecheong3,20190826,,5.7,,5.9,,,27.7,,4.1,Daecheongdam,1_1_20190826T021609_20190826T021607_T52SCF.tif,20190826,처_음,214,270.1111111,291.2222222,146.1111111,125.3333333,91,97.44444444,77.77777778,83.66666667,88,69,71.44444444,1
663,,,Daecheong3,20191021,,13.7,,6.4,,,21,,3.3,Daecheongdam,1_1_20191020T021721_20191020T021716_T52SCF.tif,20191020,처_음,286.6666667,263.6666667,265.7777778,181,170.6666667,146.6666667,146.3333333,151,140.4444444,105.3333333,69.55555556,41.66666667,1
664,,,Daecheong3,20191028,,26.5,,9,,,20,,3.4,Daecheongdam,1_1_20191030T021821_20191030T021819_T52SCF.tif,20191030,처_음,65,96,141.4444444,83.55555556,88.66666667,72.33333333,74.22222222,64.88888889,62.66666667,50.66666667,25.66666667,18.11111111,1
666,,,Daecheong3,20191111,,45.9,,10,,,18,,2.5,Daecheongdam,1_1_20191109T021901_20191109T021904_T52SCF.tif,20191109,처_음,122,139.5555556,169.1111111,120.1111111,130.1111111,104,104.1111111,92.33333333,83.77777778,42.66666667,51.44444444,33.33333333,1
669,,,Daecheong3,20191202,,5.8,,8.6,,,14.3,,4.8,Daecheongdam,1_1_20191204T022039_20191204T022042_T52SCF.tif,20191204,처_음,1,100.2222222,101.3333333,50.33333333,38,30.22222222,25.66666667,28.88888889,17.33333333,1.333333333,28.33333333,48.66666667,0
734,,,Daecheong5,20190218,,4.6,,11.1,,,4.7,,4.1,Daecheongdam,1_1_20190217T021749_20190217T022318_T52SCF.tif,20190217,처_음,74.55555556,151.8888889,140.2222222,86.11111111,67.22222222,57.66666667,55.33333333,64.88888889,48.22222222,46.44444444,56.44444444,42.11111111,1
739,,,Daecheong5,20190325,,4,,12.8,,,5.9,,3.9,Daecheongdam,1_1_20190324T021601_20190324T022122_T52SCF.tif,20190324,처_음,56.22222222,67,108.7777778,53.22222222,32.66666667,15.22222222,19.66666667,19.77777778,15,19.55555556,53.66666667,49.33333333,1
761,,,Daecheong5,20190826,,4.6,,3.7,,,20,,2,Daecheongdam,1_1_20190826T021609_20190826T021607_T52SCF.tif,20190826,처_음,224.7777778,309.2222222,419,177.5555556,190.7777778,88.55555556,83.44444444,71.44444444,68.55555556,73,37.44444444,29.44444444,1
769,,,Daecheong5,20191021,,7.5,,5.8,,,18.7,,2.9,Daecheongdam,1_1_20191020T021721_20191020T021716_T52SCF.tif,20191020,처_음,246,226.3333333,243.7777778,147.2222222,138.5555556,101.6666667,111.4444444,117.3333333,102.4444444,96.11111111,52.33333333,39.66666667,1
770,,,Daecheong5,20191028,,13.9,,7,,,19.1,,2.6,Daecheongdam,1_1_20191030T021821_20191030T021819_T52SCF.tif,20191030,처_음,112.3333333,110.7777778,163.7777778,101.3333333,100.4444444,91.22222222,94.88888889,87.55555556,61.77777778,58.55555556,32.55555556,30,1
772,,,Daecheong5,20191111,,12.1,,8.7,,,18,,2.7,Daecheongdam,1_1_20191109T021901_20191109T021904_T52SCF.tif,20191109,처_음,175.6666667,168.4444444,209.6666667,133.6666667,133.1111111,113.3333333,101.5555556,115,101.1111111,64.77777778,52,41.55555556,1
775,,,Daecheong5,20191202,,5.2,,8.7,,,13.7,,3.4,Daecheongdam,1_1_20191204T022039_20191204T022042_T52SCF.tif,20191204,처_음,5.555555556,93.44444444,104.5555556,57.33333333,47.11111111,32.55555556,48.55555556,31.77777778,28,25.44444444,44.44444444,27.55555556,0
