,WD,basin,sampling_point,sampling_date,BOD,chla,COD,DO,EC,SS,wtemp,TOC,clar,lake_x,Title,Satellite_date,check_same_date,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,check
1732,,,Paldang6,20190325,,7.2,,12.9,,,6.6,,2.5,Paldangdam,1_11_20190324T021601_20190324T022122_T52SCG.tif,20190324,처_음,9.666666667,54.88888889,139.2222222,18.44444444,1.222222222,1,1,1,1,1,37.55555556,63,0
1759,,,Paldang6,20190930,,10.7,,8.7,,,20.5,,1.8,Paldangdam,1_11_20190930T021601_20190930T021604_T52SCG.tif,20190930,처_음,240.3333333,252.8888889,315.2222222,183.1111111,160.6666667,118.1111111,116.2222222,110.1111111,99.22222222,78.33333333,50.22222222,46.77777778,1
1763,,,Paldang6,20191028,,8.2,,9.4,,,15.8,,2.3,Paldangdam,1_11_20191030T021821_20191030T021819_T52SCG.tif,20191030,처_음,57,121,199.7777778,101.5555556,90.77777778,69.11111111,61.33333333,55.66666667,57.22222222,42.33333333,67.44444444,52.33333333,1
1765,,,Paldang6,20191111,,5.8,,9.6,,,13.5,,2.4,Paldangdam,1_11_20191109T021901_20191109T021904_T52SCG.tif,20191109,처_음,118.3333333,158.8888889,212.1111111,109.8888889,87.66666667,63.66666667,56,44.55555556,44.22222222,19.33333333,48.11111111,43.66666667,1
1766,,,Paldang6,20191118,,4.7,,10.1,,,11,,2,Paldangdam,1_11_20191119T022001_20191119T021959_T52SCG.tif,20191119,처_음,85.33333333,163.2222222,292.4444444,149,110.2222222,66.66666667,77.77777778,81,54.55555556,46.66666667,83.22222222,72.88888889,0
1768,,,Paldang6,20191202,,4.5,,11.2,,,7.7,,2.2,Paldangdam,1_11_20191204T022039_20191204T022042_T52SCG.tif,20191204,처_음,6.666666667,144.3333333,160.7777778,78.22222222,61.77777778,40.11111111,36.44444444,29.33333333,23.77777778,17,54.33333333,45.11111111,0
1770,,,Paldang6,20191216,,9.8,,12.7,,,4.9,,2.7,Paldangdam,1_11_20191214T022109_20191214T022103_T52SCG.tif,20191214,처_음,126,248.7777778,246.7777778,144.7777778,115.7777778,68.88888889,82.44444444,86.22222222,72,37.33333333,44.11111111,39.33333333,1
1775,,,Paldang2,20200120,,9.4,,13,,,2.4,,1.6,Paldangdam,1_11_20200118T022021_20200118T022020_T52SCG.tif,20200118,처_음,211.6666667,312.8888889,433.2222222,230.5555556,191.8888889,114.5555556,109,127.7777778,106.1111111,71.33333333,87.77777778,73.44444444,0
1782,,,Paldang2,20200309,,14.3,,12.7,,,7,,1.6,Paldangdam,1_11_20200308T021601_20200308T021559_T52SCG.tif,20200308,처_음,307.5555556,322.6666667,416.6666667,225.3333333,185.8888889,110.8888889,99.55555556,87.22222222,79.66666667,48.11111111,69.66666667,51.55555556,0
1783,,,Paldang2,20200316,,23.7,,12.3,,,7.3,,1,Paldangdam,1_11_20200318T021601_20200318T021559_T52SCG.tif,20200318,처_음,385,405.3333333,512.7777778,294.8888889,263.8888889,162.1111111,153.3333333,135.2222222,113.2222222,67.44444444,82.22222222,74.66666667,0
1784,,,Paldang2,20200323,,24.6,,12.2,,,8.7,,1,Paldangdam,1_11_20200323T021559_20200323T021601_T52SCG.tif,20200323,처_음,263.3333333,366.7777778,463.3333333,264.2222222,259.1111111,155.8888889,150.3333333,134.7777778,128.5555556,108.7777778,116.1111111,107.5555556,0
1806,,,Paldang2,20200824,,17.8,,8.8,,,22.9,,0.6,Paldangdam,1_11_20200825T021611_20200825T021608_T52SCG.tif,20200825,처_음,519.8888889,585.1111111,861.3333333,559.3333333,516.6666667,278.5555556,277.4444444,243.2222222,225.3333333,246,100.8888889,63.66666667,1
1810,,,Paldang2,20200921,,32.8,,10.6,,,20.3,,1.1,Paldangdam,1_11_20200919T021609_20200919T022509_T52SCG.tif,20200919,처_음,277.7777778,355.2222222,456.6666667,262.3333333,243.6666667,142.6666667,151.3333333,135,123.6666667,125.1111111,93.22222222,80.44444444,1
1814,,,Paldang2,20201019,,17.9,,9.9,,,15.5,,1.1,Paldangdam,1_11_20201019T021719_20201019T022536_T52SCG.tif,20201019,처_음,264.3333333,418,560.5555556,329.6666667,296.8888889,115.4444444,118.7777778,110.1111111,78.88888889,30.66666667,86.33333333,67.66666667,1
1815,,,Paldang2,20201026,,18.6,,10.3,,,14.2,,0.4,Paldangdam,1_11_20201024T021751_20201024T022447_T52SCG.tif,20201024,처_음,179.3333333,314,558.4444444,371,291.1111111,79.11111111,80.33333333,75.77777778,54.33333333,3.222222222,52.22222222,41.55555556,0
1817,,,Paldang2,20201109,,9.4,,11,,,11,,1.7,Paldangdam,1_11_20201108T021859_20201108T021902_T52SCG.tif,20201108,처_음,15,179.1111111,306.2222222,142.6666667,117.5555556,32.22222222,38.55555556,49.11111111,33.77777778,25.22222222,84.33333333,79.88888889,0
1819,,,Paldang2,20201123,,5,,10.8,,,9.8,,0.6,Paldangdam,1_11_20201123T022021_20201123T022633_T52SCG.tif,20201123,처_음,262.6666667,433.5555556,717.7777778,453,311.8888889,127.8888889,116.1111111,120,84.55555556,27.77777778,52.88888889,52.33333333,0
1820,,,Paldang2,20201130,,4.7,,10.7,,,8.1,,1.5,Paldangdam,1_11_20201128T022039_20201128T022033_T52SCG.tif,20201128,처_음,94.33333333,324.4444444,483.3333333,268,178.2222222,55.33333333,68.77777778,53.77777778,28.66666667,11.66666667,40.66666667,42.44444444,0
1821,,,Paldang2,20201207,,11.4,,12.3,,,6,,2,Paldangdam,1_11_20201208T022059_20201208T022057_T52SCG.tif,20201208,처_음,63.88888889,219.6666667,298.5555556,130,113.4444444,46.55555556,55.66666667,51.55555556,46.11111111,17.77777778,53.33333333,37.33333333,0
1834,,,Paldang2,20210308,,34.1,,13.1,,,6.1,,0.7,Paldangdam,1_11_20210308T021559_20210308T021602_T52SCG.tif,20210308,처_음,196.6666667,337.7777778,531,268.3333333,273.6666667,69.55555556,76,57.66666667,20.11111111,4.222222222,41.44444444,32.66666667,1
1836,,,Paldang2,20210322,,13.4,,12.3,,,8.8,,1.3,Paldangdam,1_11_20210323T021601_20210323T022205_T52SCG.tif,20210323,처_음,582.3333333,619.1111111,754.2222222,617,617.1111111,528,512.8888889,534.8888889,508.3333333,493.8888889,433.7777778,326.2222222,1
1838,,,Paldang2,20210405,,14.5,,11.9,,,12,,1.2,Paldangdam,1_11_20210407T021559_20210407T021600_T52SCG.tif,20210407,처_음,422.4444444,489.3333333,570.3333333,367,367,238,241,216.8888889,192.6666667,165.1111111,130.6666667,98.88888889,1
1860,,,Paldang2,20210906,,10.3,,9,,,22.1,,1.2,Paldangdam,1_11_20210904T021559_20210904T021559_T52SCG.tif,20210904,처_음,290.8888889,442.3333333,643.6666667,385.6666667,340.4444444,133.1111111,140,138.4444444,109,190.1111111,80.77777778,60.11111111,1
1867,,,Paldang2,20211025,,12,,9.5,,,16,,1.9,Paldangdam,1_11_20211024T021749_20211024T021743_T52SCG.tif,20211024,처_음,241.4444444,334.6666667,395.2222222,231.5555556,203.2222222,121.1111111,127.1111111,121.7777778,103.7777778,56,55.88888889,39.11111111,1
1868,,,Paldang2,20211101,,11.8,,10.4,,,15.1,,2.1,Paldangdam,1_11_20211103T021839_20211103T021842_T52SCG.tif,20211103,처_음,174.7777778,313.3333333,340.6666667,195.2222222,178,109.2222222,115.7777778,93.11111111,95.55555556,49.77777778,60.88888889,50.66666667,1
1870,,,Paldang2,20211115,,8.1,,10.6,,,12.2,,1.8,Paldangdam,1_11_20211113T021929_20211113T021932_T52SCG.tif,20211113,처_음,0.555555556,125.8888889,188.7777778,62.55555556,28.66666667,0,0.666666667,1,0.222222222,1.333333333,35.22222222,33.88888889,0
1872,,,Paldang2,20211129,,8.4,,12.9,,,8.3,,2,Paldangdam,1_11_20211128T022031_20211128T022033_T52SCG.tif,20211128,처_음,44.66666667,103.7777778,157.2222222,52.88888889,20.88888889,1,1,0.666666667,1,0.222222222,16.22222222,22.44444444,0
1874,,,Paldang2,20211213,,8.2,,12.9,,,5.1,,2.1,Paldangdam,1_11_20211213T022059_20211213T022101_T52SCG.tif,20211213,처_음,1,117.4444444,183.5555556,51.33333333,24.55555556,1,1,1,1.333333333,1.333333333,16.44444444,40.88888889,1
1875,,,Paldang2,20211220,,10.1,,13.2,,,4.4,,2.9,Paldangdam,1_11_20211218T022111_20211218T022113_T52SCG.tif,20211218,처_음,29.11111111,89.88888889,156.5555556,53.11111111,23.55555556,0,1,1,2.444444444,0.333333333,30.33333333,29.33333333,0
1880,,,Paldang3,20200120,,4,,13,,,2.8,,1.9,Paldangdam,1_11_20200118T022021_20200118T022020_T52SCG.tif,20200118,처_음,326,412.1111111,579.1111111,350.7777778,268.5555556,130.6666667,143.4444444,149.3333333,132.3333333,68.33333333,94.11111111,76.55555556,0
1887,,,Paldang3,20200309,,13.1,,12.3,,,9.7,,1.6,Paldangdam,1_11_20200308T021601_20200308T021559_T52SCG.tif,20200308,처_음,386.3333333,404,553.2222222,326.7777778,271.1111111,145.3333333,140.1111111,136.1111111,122,110.6666667,119.2222222,103.2222222,0
1888,,,Paldang3,20200316,,15.2,,12,,,8.6,,0.9,Paldangdam,1_11_20200318T021601_20200318T021559_T52SCG.tif,20200318,처_음,409.3333333,414.8888889,554,312.4444444,258.1111111,138.4444444,141.7777778,123.2222222,112.4444444,68.66666667,103.2222222,93.88888889,0
1889,,,Paldang3,20200323,,18.7,,12.3,,,10.8,,1.2,Paldangdam,1_11_20200323T021559_20200323T021601_T52SCG.tif,20200323,처_음,319,389.6666667,465.3333333,267.4444444,256.4444444,155.4444444,161.3333333,148.2222222,138.3333333,108.6666667,139.2222222,126.6666667,0
1911,,,Paldang3,20200824,,13.7,,9.4,,,21.7,,0.7,Paldangdam,1_11_20200825T021611_20200825T021608_T52SCG.tif,20200825,처_음,689.6666667,743.1111111,988.5555556,691.1111111,666.5555556,613.6666667,645.1111111,562,600.3333333,760.3333333,277.3333333,178.2222222,1
1915,,,Paldang3,20200921,,37.6,,11.6,,,22.4,,1.3,Paldangdam,1_11_20200919T021609_20200919T022509_T52SCG.tif,20200919,처_음,342.6666667,415.4444444,490.7777778,271,250.5555556,169.5555556,185.8888889,167.5555556,146.3333333,129.6666667,108.7777778,86.88888889,1
1919,,,Paldang3,20201019,,12,,11.2,,,17.4,,1.2,Paldangdam,1_11_20201019T021719_20201019T022536_T52SCG.tif,20201019,처_음,211.6666667,320,425.7777778,230.3333333,188.1111111,73.33333333,62.66666667,60.55555556,55.44444444,20.66666667,92.22222222,75.44444444,1
1920,,,Paldang3,20201026,,14.9,,11.4,,,14.9,,1.4,Paldangdam,1_11_20201024T021751_20201024T022447_T52SCG.tif,20201024,처_음,134.6666667,193.7777778,364.6666667,202.8888889,154.2222222,40,50.88888889,52,37.55555556,2.666666667,67.66666667,61.77777778,0
1922,,,Paldang3,20201109,,7.6,,11.4,,,10.9,,1.5,Paldangdam,1_11_20201108T021859_20201108T021902_T52SCG.tif,20201108,처_음,30,172.5555556,274.6666667,132.2222222,110.2222222,39.44444444,56.55555556,58.33333333,45.22222222,45,114,109.7777778,0
1924,,,Paldang3,20201123,,3.1,,10.4,,,10.9,,1.3,Paldangdam,1_11_20201123T022021_20201123T022633_T52SCG.tif,20201123,처_음,231,339.2222222,552.5555556,300.2222222,199.5555556,81.55555556,79.22222222,77.55555556,54.88888889,28.33333333,60.11111111,54.77777778,0
1925,,,Paldang3,20201130,,8,,11.7,,,7.5,,2,Paldangdam,1_11_20201128T022039_20201128T022033_T52SCG.tif,20201128,처_음,103.6666667,266.6666667,388.5555556,186.2222222,130.1111111,43.11111111,57.22222222,46.44444444,23.88888889,23.66666667,50.88888889,53.33333333,0
1926,,,Paldang3,20201207,,11.2,,13.1,,,5.4,,2.5,Paldangdam,1_11_20201208T022059_20201208T022057_T52SCG.tif,20201208,처_음,189.6666667,339.2222222,381.3333333,228.7777778,210.2222222,162.1111111,183.8888889,198.1111111,150.7777778,146,160.8888889,134.1111111,0
1939,,,Paldang3,20210308,,40.2,,13.1,,,9.3,,0.6,Paldangdam,1_11_20210308T021559_20210308T021602_T52SCG.tif,20210308,처_음,285.6666667,462.5555556,762.2222222,461.7777778,478.5555556,135.7777778,122,95.33333333,54.33333333,13.66666667,46.22222222,57.88888889,1
1941,,,Paldang3,20210322,,24.8,,11.9,,,10.5,,1,Paldangdam,1_11_20210323T021601_20210323T022205_T52SCG.tif,20210323,처_음,605.6666667,640.7777778,804.2222222,661.1111111,691.3333333,574.7777778,583.8888889,602.6666667,552.5555556,562.6666667,523.6666667,406.3333333,1
1943,,,Paldang3,20210405,,27.1,,11.6,,,15.3,,1,Paldangdam,1_11_20210407T021559_20210407T021600_T52SCG.tif,20210407,처_음,437.3333333,506.2222222,673.6666667,401.5555556,411.1111111,218.2222222,217.7777778,191.3333333,159.3333333,140.3333333,117.7777778,100.3333333,1
1965,,,Paldang3,20210906,,1.1,,9.1,,,21.9,,1.4,Paldangdam,1_11_20210904T021559_20210904T021559_T52SCG.tif,20210904,처_음,354,494.8888889,675.5555556,462.1111111,349.6666667,159.2222222,178.4444444,147.7777778,140.2222222,170,115.1111111,87.11111111,1
1972,,,Paldang3,20211025,,1.7,,9.8,,,15.6,,1.3,Paldangdam,1_11_20211024T021749_20211024T021743_T52SCG.tif,20211024,처_음,332.6666667,482.7777778,594,305.2222222,224,124.1111111,129.6666667,117.7777778,103.5555556,50.33333333,68.66666667,53.77777778,1
1973,,,Paldang3,20211101,,2.5,,10.6,,,15.5,,2.2,Paldangdam,1_11_20211103T021839_20211103T021842_T52SCG.tif,20211103,처_음,274.6666667,394.7777778,449.2222222,219.8888889,183.1111111,127,134.5555556,104.7777778,89.44444444,60,89.88888889,58.77777778,1
1975,,,Paldang3,20211115,,1.6,,10.7,,,11.6,,1.9,Paldangdam,1_11_20211113T021929_20211113T021932_T52SCG.tif,20211113,처_음,39.66666667,181,234.8888889,54.77777778,18.55555556,1,0.666666667,1,1,0.333333333,49.11111111,48.22222222,0
1977,,,Paldang3,20211129,,1.2,,12.9,,,8.4,,2.5,Paldangdam,1_11_20211128T022031_20211128T022033_T52SCG.tif,20211128,처_음,124.6666667,152.1111111,223.5555556,71.66666667,42.55555556,0.444444444,17.22222222,9,11.22222222,0.666666667,42.33333333,33.66666667,0
1979,,,Paldang3,20211213,,2.2,,13.8,,,5.4,,2.8,Paldangdam,1_11_20211213T022059_20211213T022101_T52SCG.tif,20211213,처_음,0.333333333,111.4444444,134.3333333,6,2.222222222,1,0,1,1,0.333333333,33.11111111,31.33333333,1
1980,,,Paldang3,20211220,,2,,13.2,,,4.9,,4,Paldangdam,1_11_20211218T022111_20211218T022113_T52SCG.tif,20211218,처_음,65.33333333,96.77777778,180.4444444,46.11111111,7.111111111,1,1,4.777777778,1.666666667,1.666666667,41.22222222,48.77777778,0
1992,,,Paldang6,20200309,,9.1,,13,,,6.8,,2.6,Paldangdam,1_11_20200308T021601_20200308T021559_T52SCG.tif,20200308,처_음,247.3333333,252.1111111,303.2222222,153.2222222,132.4444444,80.88888889,90.11111111,78.77777778,64.22222222,50.33333333,58,62,0
1993,,,Paldang6,20200316,,11.6,,12.9,,,6.9,,1.7,Paldangdam,1_11_20200318T021601_20200318T021559_T52SCG.tif,20200318,처_음,261.6666667,252.4444444,315.4444444,160,148,86.77777778,80.33333333,68.55555556,57.55555556,21,67.66666667,68.44444444,0
1994,,,Paldang6,20200323,,21.9,,12.7,,,8.6,,0.9,Paldangdam,1_11_20200323T021559_20200323T021601_T52SCG.tif,20200323,처_음,262.6666667,324.8888889,365,209.2222222,204.7777778,152.4444444,150.2222222,133.6666667,109.4444444,101,124.5555556,106.7777778,0
2016,,,Paldang6,20200824,,7.7,,9.2,,,21.6,,0.5,Paldangdam,1_11_20200825T021611_20200825T021608_T52SCG.tif,20200825,처_음,598,709.1111111,1082.666667,810,672.7777778,301.7777778,307.6666667,254.4444444,219.8888889,202.6666667,100.8888889,71.33333333,1
2020,,,Paldang6,20200921,,5,,9.3,,,18.3,,0.9,Paldangdam,1_11_20200919T021609_20200919T022509_T52SCG.tif,20200919,처_음,444.6666667,682.3333333,1058.444444,728.8888889,560.2222222,188,180.8888889,147.7777778,120.3333333,86,76.44444444,56.33333333,1
2024,,,Paldang6,20201019,,12.6,,9.9,,,15.1,,1.1,Paldangdam,1_11_20201019T021719_20201019T022536_T52SCG.tif,20201019,처_음,304.3333333,501.4444444,716.4444444,383,286.5555556,101.2222222,89.22222222,89.66666667,53,15.33333333,80,76.88888889,1
2025,,,Paldang6,20201026,,7.8,,10.2,,,13.7,,1,Paldangdam,1_11_20201024T021751_20201024T022447_T52SCG.tif,20201024,처_음,116,242.5555556,470,213.3333333,145.2222222,3.555555556,2.666666667,14.77777778,1.111111111,1,27.88888889,31.55555556,0
2027,,,Paldang6,20201109,,6,,10.7,,,11.2,,1.6,Paldangdam,1_11_20201108T021859_20201108T021902_T52SCG.tif,20201108,처_음,47,276.5555556,518.3333333,230.2222222,148.1111111,17.55555556,37.55555556,23.55555556,32.88888889,11.33333333,73.33333333,77.88888889,0
2029,,,Paldang6,20201123,,3.6,,10.9,,,9.4,,1.7,Paldangdam,1_11_20201123T022021_20201123T022633_T52SCG.tif,20201123,처_음,167.6666667,284.6666667,469.7777778,230.2222222,160.7777778,64.55555556,65.66666667,58.77777778,43,1.666666667,46.22222222,40.88888889,0
2030,,,Paldang6,20201130,,3.1,,11.4,,,7.7,,2.2,Paldangdam,1_11_20201128T022039_20201128T022033_T52SCG.tif,20201128,처_음,71,261.8888889,394,160.7777778,113,41.66666667,38.22222222,37.44444444,21.11111111,9.666666667,48.88888889,41.44444444,0
2031,,,Paldang6,20201207,,4,,11.5,,,6.9,,2,Paldangdam,1_11_20201208T022059_20201208T022057_T52SCG.tif,20201208,처_음,99.33333333,271.7777778,392.3333333,176.8888889,132.7777778,67.33333333,83.55555556,58.22222222,68.44444444,33.66666667,62.44444444,65.77777778,0
2044,,,Paldang6,20210308,,6.7,,13,,,5.9,,1.9,Paldangdam,1_11_20210308T021559_20210308T021602_T52SCG.tif,20210308,처_음,104.3333333,203.1111111,272.8888889,90.44444444,64,10.88888889,17.66666667,13.11111111,0,4.333333333,30.11111111,38.11111111,1
2046,,,Paldang6,20210322,,8.2,,12.3,,,8.4,,2.3,Paldangdam,1_11_20210323T021601_20210323T022205_T52SCG.tif,20210323,처_음,574,603,712.6666667,588.7777778,580.8888889,545,542.7777778,552.1111111,533.2222222,544.3333333,482.5555556,369,1
2048,,,Paldang6,20210405,,6.7,,10.7,,,11.4,,1.2,Paldangdam,1_11_20210407T021559_20210407T021600_T52SCG.tif,20210407,처_음,453.6666667,511,557.8888889,336,309.3333333,258.8888889,253.8888889,236.6666667,206.2222222,190.6666667,156.5555556,124,1
2070,,,Paldang6,20210906,,18.9,,8.6,,,22.8,,1.8,Paldangdam,1_11_20210904T021559_20210904T021559_T52SCG.tif,20210904,처_음,232.6666667,267.3333333,326.7777778,171.5555556,154.3333333,78,82.77777778,70.33333333,64.22222222,75.33333333,99.66666667,95,1
2077,,,Paldang6,20211025,,9.8,,9.4,,,15.5,,1.8,Paldangdam,1_11_20211024T021749_20211024T021743_T52SCG.tif,20211024,처_음,137.6666667,223.4444444,235.1111111,124.8888889,89.66666667,51.66666667,47.44444444,55.22222222,27.88888889,5.333333333,47.22222222,40.44444444,1
2078,,,Paldang6,20211101,,6.1,,9.6,,,15.7,,2.9,Paldangdam,1_11_20211103T021839_20211103T021842_T52SCG.tif,20211103,처_음,174.6666667,252.4444444,275.7777778,179.8888889,161.7777778,115.5555556,143.1111111,107.4444444,86,31.33333333,80.22222222,51.55555556,1
2080,,,Paldang6,20211115,,8.1,,10.8,,,12,,2.1,Paldangdam,1_11_20211113T021929_20211113T021932_T52SCG.tif,20211113,처_음,0.333333333,52.11111111,92.11111111,4.111111111,1,1,1,1,1,3.666666667,21.11111111,37.55555556,0
2082,,,Paldang6,20211129,,4.4,,11.6,,,8.5,,2,Paldangdam,1_11_20211128T022031_20211128T022033_T52SCG.tif,20211128,처_음,1.333333333,71,122.8888889,16.22222222,2,1,0,1,1.333333333,4.333333333,13.44444444,21.77777778,0
2084,,,Paldang6,20211213,,7.4,,12.6,,,5.9,,3.1,Paldangdam,1_11_20211213T022059_20211213T022101_T52SCG.tif,20211213,처_음,0,31.88888889,62.44444444,1,1,0.333333333,0.333333333,1,0,2.333333333,16.55555556,25.77777778,1
2085,,,Paldang6,20211220,,7.2,,12.8,,,4.7,,3.8,Paldangdam,1_11_20211218T022111_20211218T022113_T52SCG.tif,20211218,처_음,0,15.66666667,54.55555556,1.333333333,1,1,1,1,1,1,14.55555556,39,0
2099,,,Paldang2,20220328,,11.2,,11.9,,,8.3,,1.6,Paldangdam,1_11_20220328T021611_20220328T022231_T52SCG.tif,20220328,처_음,203.5555556,238.1111111,335.3333333,179,144.3333333,86.55555556,96.55555556,98.22222222,87.44444444,82.66666667,89.88888889,67.77777778,0
2100,,,Paldang2,20220404,,29.1,,12,,,10.3,,1.1,Paldangdam,1_11_20220402T021559_20220402T021559_T52SCG.tif,20220402,처_음,341.2222222,382.2222222,454.3333333,276.4444444,255.1111111,180.2222222,178.1111111,180.5555556,152.4444444,121.5555556,115.4444444,88.66666667,1
2102,,,Paldang2,20220418,,15,,11.2,,,13.5,,1.6,Paldangdam,1_11_20220417T021611_20220417T022233_T52SCG.tif,20220417,처_음,403.3333333,377.3333333,467.1111111,296.3333333,251.2222222,194.4444444,195.4444444,182,173.8888889,149.2222222,165.1111111,141.7777778,0
2103,,,Paldang2,20220425,,10.7,,10.8,,,16.1,,2,Paldangdam,1_11_20220427T021611_20220427T022234_T52SCG.tif,20220427,처_음,270.4444444,308,425.1111111,305.7777778,338,372,407.5555556,444.7777778,424.1111111,495.3333333,337,229.4444444,0
2110,,,Paldang2,20220613,,8.5,,9.7,,,22.4,,4,Paldangdam,1_11_20220611T021539_20220611T022211_T52SCG.tif,20220611,처_음,242.8888889,261,257.5555556,136.3333333,100.6666667,10.55555556,7,8.333333333,1.777777778,53.88888889,82.11111111,63.22222222,1
2116,,,Paldang2,20220725,,17.6,,9.2,,,25.3,,1,Paldangdam,1_11_20220726T021541_20220726T022207_T52SCG.tif,20220726,처_음,812.1111111,777,848.4444444,619.5555556,609.8888889,392.3333333,393.7777778,380.2222222,385.8888889,1777.777778,406.5555556,337,1
2120,,,Paldang2,20220822,,10,,8.9,,,24,,0.7,Paldangdam,1_11_20220820T021539_20220820T022210_T52SCG.tif,20220820,처_음,708.8888889,907.8888889,1208.666667,999.3333333,871.5555556,429.4444444,461.8888889,377.2222222,369,333.2222222,246.2222222,194.2222222,1
2125,,,Paldang2,20220926,,17.8,,10.5,,,20.7,,1.3,Paldangdam,1_11_20220924T021541_20220924T022204_T52SCG.tif,20220924,처_음,154.4444444,157.3333333,235.7777778,123.2222222,129.8888889,77.66666667,89.88888889,85.66666667,85.22222222,57.22222222,85.66666667,63.44444444,1
2128,,,Paldang2,20221017,,24.6,,10.9,,,16.2,,1.4,Paldangdam,1_11_20221019T021709_20221019T022253_T52SCG.tif,20221019,처_음,104.4444444,250.7777778,367.1111111,192.1111111,151,20.44444444,18.88888889,21.44444444,3.444444444,0,25.33333333,18.88888889,0
2130,,,Paldang2,20221031,,16.3,,11.4,,,15.1,,2.1,Paldangdam,1_11_20221029T021809_20221029T022341_T52SCG.tif,20221029,처_음,145.7777778,233.7777778,302.3333333,154,145.1111111,69.22222222,81.77777778,75.77777778,70.44444444,32.55555556,63.11111111,37.77777778,1
2137,,,Paldang2,20221219,,8,,13.9,,,1.9,,3,Paldangdam,1_11_20221218T022109_20221218T022111_T52SCG.tif,20221218,처_음,105.8888889,226.4444444,233.7777778,135.6666667,115.3333333,73.33333333,82.33333333,75.44444444,59.33333333,40.44444444,46.44444444,51.66666667,1
2147,,,Paldang2,20230227,,20.1,,14.2,,,4,,2.2,Paldangdam,1_11_20230226T021649_20230226T022359_T52SCG.tif,20230226,처_음,182.1111111,255.6666667,291.5555556,152.3333333,137.8888889,87.33333333,93.11111111,86.66666667,74.11111111,64.44444444,69.77777778,61.44444444,1
2149,,,Paldang2,20230313,,18.3,,12.9,,,7.2,,1,Paldangdam,1_11_20230313T021531_20230313T022154_T52SCG.tif,20230313,처_음,213.8888889,262.8888889,408.3333333,253.3333333,220.5555556,146.3333333,152.8888889,153.3333333,140.4444444,110.3333333,145.8888889,139.2222222,0
2152,,,Paldang2,20230403,,15.1,,11.7,,,15.5,,1.4,Paldangdam,1_11_20230402T021531_20230402T022156_T52SCG.tif,20230402,처_음,215.4444444,239.7777778,337.1111111,161.2222222,119.4444444,36.55555556,31.22222222,26.66666667,20.44444444,0,46.33333333,51.55555556,0
2165,,,Paldang2,20230703,,19.7,,9.8,,,23.9,,0.9,Paldangdam,1_11_20230701T021541_20230701T022343_T52SCG.tif,20230701,처_음,515.3333333,591.6666667,876.1111111,613.2222222,502,117.7777778,100.8888889,69.33333333,45,34.44444444,63.33333333,49,0
2170,,,Paldang2,20230807,,12.6,,8.7,,,29.9,,1.9,Paldangdam,1_11_20230805T021539_20230805T022202_T52SCG.tif,20230805,처_음,654,649.4444444,727.2222222,541.3333333,539.3333333,615,651,661.1111111,589.3333333,706.3333333,420.5555556,246.1111111,1
2175,,,Paldang2,20230911,,24.7,,12,,,26.1,,1.8,Paldangdam,1_11_20230909T021541_20230909T022102_T52SCG.tif,20230909,처_음,219.3333333,222.3333333,289.2222222,155,161.8888889,100.8888889,117.6666667,96.44444444,96.55555556,70.77777778,75.77777778,46.77777778,1
2177,,,Paldang2,20230925,,8.3,,9,,,21.3,,0.9,Paldangdam,1_11_20230924T021539_20230924T022642_T52SCG.tif,20230924,처_음,230.5555556,368.4444444,547.1111111,328.8888889,255.7777778,105.7777778,121.4444444,109.6666667,82.44444444,66.33333333,57.55555556,36.55555556,0
2182,,,Paldang2,20231030,,11.8,,9.7,,,15.9,,1.6,Paldangdam,1_11_20231029T021811_20231029T022436_T52SCG.tif,20231029,처_음,190.7777778,236.7777778,306.8888889,175.6666667,165.6666667,96.22222222,95,91.11111111,92,28.55555556,70.66666667,42.33333333,0
2184,,,Paldang2,20231113,,6.7,,9.8,,,12,,2,Paldangdam,1_11_20231113T021929_20231113T022557_T52SCG.tif,20231113,처_음,160.6666667,323.1111111,442.6666667,229.6666667,165.1111111,73.55555556,71.88888889,68.33333333,33.88888889,15.66666667,37,39.11111111,0
2185,,,Paldang2,20231120,,8.2,,10.7,,,9.3,,1.9,Paldangdam,1_11_20231118T021951_20231118T022228_T52SCG.tif,20231118,처_음,289.8888889,335.6666667,425.3333333,267.7777778,237,159.3333333,144,147.6666667,130.2222222,81.88888889,72,51,0
2187,,,Paldang2,20231204,,12,,12.3,,,5.5,,2.6,Paldangdam,1_11_20231203T022049_20231203T022043_T52SCG.tif,20231203,처_음,156.7777778,268.1111111,268.5555556,142.7777778,131.3333333,89.66666667,95.11111111,83.55555556,80.66666667,28.33333333,49.77777778,33,0
2190,,,Paldang2,20231226,,2.5,,11.9,,,2.2,,1.9,Paldangdam,1_11_20231223T022119_20231223T022116_T52SCG.tif,20231223,처_음,214.3333333,413.1111111,581.4444444,282.6666667,181.8888889,53.88888889,58,44.55555556,28.11111111,0.666666667,23.22222222,31.22222222,0
2203,,,Paldang3,20220328,,37.3,,11.9,,,8.9,,0.8,Paldangdam,1_11_20220328T021611_20220328T022231_T52SCG.tif,20220328,처_음,223.3333333,223.6666667,368.7777778,221.5555556,233,121.2222222,127.6666667,130,104.2222222,95.33333333,105.6666667,75.66666667,0
